Time, x, y, z, view_x, view_y, view_z
6.750, 1.292, 1.597, 1.416, 0.372, -0.068, -0.926
6.792, 1.281, 1.598, 1.401, 0.384, -0.068, -0.921
6.833, 1.270, 1.598, 1.387, 0.396, -0.069, -0.916
6.875, 1.259, 1.598, 1.372, 0.408, -0.069, -0.910
6.917, 1.249, 1.598, 1.357, 0.419, -0.069, -0.905
6.958, 1.240, 1.598, 1.342, 0.429, -0.069, -0.900
7.000, 1.230, 1.598, 1.327, 0.440, -0.069, -0.895
7.042, 1.220, 1.598, 1.312, 0.450, -0.069, -0.890
7.083, 1.211, 1.599, 1.297, 0.460, -0.069, -0.885
7.125, 1.202, 1.599, 1.282, 0.469, -0.069, -0.880
7.167, 1.193, 1.599, 1.266, 0.479, -0.070, -0.875
7.208, 1.184, 1.599, 1.251, 0.488, -0.070, -0.870
7.250, 1.175, 1.599, 1.236, 0.496, -0.070, -0.865
7.292, 1.167, 1.599, 1.220, 0.504, -0.070, -0.861
7.333, 1.159, 1.599, 1.204, 0.512, -0.070, -0.856
7.375, 1.151, 1.600, 1.189, 0.520, -0.070, -0.851
7.417, 1.143, 1.600, 1.174, 0.528, -0.071, -0.846
7.458, 1.135, 1.600, 1.158, 0.535, -0.071, -0.842
7.500, 1.128, 1.600, 1.142, 0.541, -0.071, -0.838
7.542, 1.120, 1.600, 1.127, 0.548, -0.071, -0.833
7.583, 1.113, 1.600, 1.111, 0.555, -0.071, -0.829
7.625, 1.106, 1.600, 1.095, 0.561, -0.071, -0.825
7.667, 1.099, 1.600, 1.080, 0.566, -0.072, -0.821
7.708, 1.093, 1.601, 1.064, 0.572, -0.072, -0.817
7.750, 1.086, 1.601, 1.049, 0.578, -0.072, -0.813
7.792, 1.079, 1.601, 1.033, 0.583, -0.072, -0.809
7.833, 1.073, 1.601, 1.018, 0.588, -0.072, -0.806
7.875, 1.067, 1.601, 1.002, 0.592, -0.072, -0.802
7.917, 1.061, 1.601, 0.987, 0.597, -0.072, -0.799
7.958, 1.055, 1.601, 0.972, 0.602, -0.073, -0.796
8.000, 1.049, 1.601, 0.956, 0.606, -0.073, -0.792
8.042, 1.044, 1.601, 0.941, 0.609, -0.073, -0.789
8.083, 1.038, 1.601, 0.926, 0.613, -0.073, -0.787
8.125, 1.033, 1.601, 0.911, 0.617, -0.073, -0.784
8.167, 1.028, 1.601, 0.896, 0.621, -0.073, -0.781
8.208, 1.023, 1.601, 0.881, 0.624, -0.074, -0.778
8.250, 1.017, 1.601, 0.866, 0.627, -0.074, -0.776
8.292, 1.013, 1.601, 0.851, 0.630, -0.074, -0.773
8.333, 1.008, 1.601, 0.837, 0.633, -0.074, -0.771
8.375, 1.003, 1.602, 0.822, 0.635, -0.074, -0.769
8.417, 0.998, 1.602, 0.807, 0.638, -0.074, -0.767
8.458, 0.994, 1.602, 0.793, 0.640, -0.075, -0.765
8.500, 0.989, 1.602, 0.779, 0.642, -0.075, -0.763
8.542, 0.985, 1.602, 0.765, 0.644, -0.075, -0.761
8.583, 0.980, 1.602, 0.751, 0.647, -0.075, -0.759
8.625, 0.976, 1.602, 0.736, 0.648, -0.075, -0.758
8.667, 0.972, 1.602, 0.723, 0.650, -0.075, -0.757
8.708, 0.968, 1.602, 0.709, 0.651, -0.075, -0.755
8.750, 0.964, 1.602, 0.695, 0.653, -0.076, -0.754
8.792, 0.960, 1.602, 0.682, 0.654, -0.076, -0.753
8.833, 0.956, 1.602, 0.668, 0.655, -0.076, -0.752
8.875, 0.952, 1.602, 0.655, 0.656, -0.076, -0.751
8.917, 0.948, 1.601, 0.641, 0.657, -0.076, -0.750
8.958, 0.944, 1.601, 0.628, 0.658, -0.076, -0.749
9.000, 0.941, 1.601, 0.615, 0.659, -0.076, -0.749
9.042, 0.937, 1.601, 0.602, 0.659, -0.077, -0.748
9.083, 0.933, 1.601, 0.589, 0.660, -0.077, -0.748
9.125, 0.930, 1.601, 0.576, 0.660, -0.077, -0.748
9.167, 0.926, 1.601, 0.563, 0.660, -0.077, -0.747
9.208, 0.923, 1.601, 0.551, 0.660, -0.077, -0.747
9.250, 0.919, 1.601, 0.538, 0.660, -0.077, -0.747
9.292, 0.916, 1.601, 0.526, 0.660, -0.077, -0.747
9.333, 0.913, 1.601, 0.513, 0.660, -0.077, -0.747
9.375, 0.909, 1.601, 0.501, 0.659, -0.078, -0.748
9.417, 0.906, 1.601, 0.489, 0.659, -0.078, -0.748
9.458, 0.903, 1.601, 0.476, 0.658, -0.078, -0.749
9.500, 0.899, 1.601, 0.464, 0.658, -0.078, -0.749
9.542, 0.896, 1.601, 0.452, 0.657, -0.078, -0.750
9.583, 0.893, 1.601, 0.440, 0.656, -0.078, -0.751
9.625, 0.889, 1.601, 0.428, 0.655, -0.078, -0.752
9.667, 0.886, 1.601, 0.417, 0.654, -0.079, -0.753
9.708, 0.883, 1.600, 0.405, 0.652, -0.079, -0.754
9.750, 0.880, 1.600, 0.393, 0.651, -0.079, -0.755
9.792, 0.876, 1.600, 0.382, 0.649, -0.079, -0.756
9.833, 0.873, 1.600, 0.370, 0.647, -0.079, -0.758
9.875, 0.870, 1.600, 0.359, 0.646, -0.079, -0.760
9.917, 0.867, 1.600, 0.347, 0.644, -0.079, -0.761
9.958, 0.864, 1.600, 0.336, 0.642, -0.079, -0.763
10.000, 0.860, 1.600, 0.325, 0.640, -0.079, -0.764
10.042, 0.857, 1.600, 0.314, 0.637, -0.080, -0.767
10.083, 0.854, 1.600, 0.303, 0.634, -0.080, -0.769
10.125, 0.850, 1.600, 0.292, 0.631, -0.080, -0.772
10.167, 0.847, 1.599, 0.281, 0.628, -0.080, -0.774
10.208, 0.844, 1.599, 0.270, 0.625, -0.080, -0.776
10.250, 0.841, 1.599, 0.259, 0.623, -0.080, -0.778
10.292, 0.837, 1.599, 0.248, 0.619, -0.080, -0.782
10.333, 0.834, 1.599, 0.237, 0.615, -0.080, -0.785
10.375, 0.830, 1.599, 0.226, 0.611, -0.081, -0.788
10.417, 0.827, 1.599, 0.216, 0.607, -0.081, -0.791
10.458, 0.824, 1.599, 0.205, 0.603, -0.081, -0.794
10.500, 0.820, 1.599, 0.194, 0.599, -0.081, -0.797
10.542, 0.817, 1.599, 0.184, 0.594, -0.081, -0.801
10.583, 0.813, 1.598, 0.173, 0.588, -0.081, -0.805
10.625, 0.809, 1.598, 0.163, 0.583, -0.081, -0.808
10.667, 0.806, 1.598, 0.152, 0.578, -0.081, -0.812
10.708, 0.802, 1.598, 0.142, 0.573, -0.082, -0.816
10.750, 0.798, 1.598, 0.132, 0.567, -0.082, -0.820
10.792, 0.794, 1.598, 0.121, 0.560, -0.082, -0.824
10.833, 0.791, 1.598, 0.111, 0.554, -0.082, -0.829
10.875, 0.787, 1.598, 0.101, 0.547, -0.082, -0.833
10.917, 0.783, 1.597, 0.090, 0.540, -0.082, -0.838
10.958, 0.779, 1.597, 0.080, 0.533, -0.082, -0.842
11.000, 0.775, 1.597, 0.070, 0.526, -0.082, -0.846
11.042, 0.770, 1.597, 0.060, 0.518, -0.083, -0.852
11.083, 0.766, 1.597, 0.050, 0.509, -0.083, -0.857
11.125, 0.761, 1.597, 0.040, 0.500, -0.083, -0.862
11.167, 0.757, 1.597, 0.030, 0.492, -0.083, -0.867
11.208, 0.753, 1.597, 0.020, 0.483, -0.083, -0.872
11.250, 0.748, 1.596, 0.010, 0.474, -0.083, -0.877
11.292, 0.743, 1.596, -0.000, 0.463, -0.083, -0.882
11.333, 0.738, 1.596, -0.010, 0.452, -0.083, -0.888
11.375, 0.733, 1.596, -0.020, 0.442, -0.083, -0.893
11.417, 0.728, 1.596, -0.030, 0.431, -0.084, -0.898
11.458, 0.723, 1.596, -0.040, 0.420, -0.084, -0.904
11.500, 0.718, 1.596, -0.049, 0.407, -0.084, -0.909
11.542, 0.712, 1.596, -0.059, 0.394, -0.084, -0.915
11.583, 0.707, 1.595, -0.069, 0.381, -0.084, -0.921
11.625, 0.701, 1.595, -0.079, 0.368, -0.084, -0.926
11.667, 0.695, 1.595, -0.088, 0.355, -0.084, -0.931
11.708, 0.689, 1.595, -0.098, 0.341, -0.084, -0.936
11.750, 0.683, 1.595, -0.107, 0.325, -0.085, -0.942
11.792, 0.676, 1.595, -0.117, 0.310, -0.085, -0.947
11.833, 0.670, 1.595, -0.126, 0.295, -0.085, -0.952
11.875, 0.664, 1.594, -0.135, 0.279, -0.085, -0.956
11.917, 0.657, 1.594, -0.145, 0.263, -0.085, -0.961
11.958, 0.650, 1.594, -0.154, 0.245, -0.085, -0.966
12.000, 0.642, 1.594, -0.163, 0.228, -0.085, -0.970
12.042, 0.635, 1.594, -0.172, 0.210, -0.085, -0.974
12.083, 0.628, 1.594, -0.181, 0.192, -0.085, -0.978
12.125, 0.620, 1.594, -0.190, 0.174, -0.085, -0.981
12.167, 0.612, 1.593, -0.198, 0.155, -0.085, -0.984
12.208, 0.604, 1.593, -0.207, 0.136, -0.085, -0.987
12.250, 0.596, 1.593, -0.215, 0.116, -0.085, -0.990
12.292, 0.588, 1.593, -0.224, 0.097, -0.086, -0.992
12.333, 0.579, 1.593, -0.232, 0.077, -0.086, -0.993
12.375, 0.570, 1.593, -0.240, 0.057, -0.086, -0.995
12.417, 0.561, 1.593, -0.248, 0.037, -0.086, -0.996
12.458, 0.552, 1.593, -0.256, 0.017, -0.086, -0.996
12.500, 0.542, 1.592, -0.263, -0.003, -0.086, -0.996
12.542, 0.533, 1.592, -0.270, -0.023, -0.086, -0.996
12.583, 0.523, 1.592, -0.277, -0.043, -0.086, -0.995
12.625, 0.513, 1.592, -0.284, -0.063, -0.086, -0.994
12.667, 0.503, 1.592, -0.291, -0.083, -0.085, -0.993
12.708, 0.493, 1.592, -0.298, -0.102, -0.085, -0.991
12.750, 0.483, 1.592, -0.304, -0.121, -0.085, -0.989
12.792, 0.472, 1.592, -0.310, -0.140, -0.085, -0.986
12.833, 0.461, 1.592, -0.316, -0.159, -0.085, -0.984
12.875, 0.451, 1.592, -0.322, -0.178, -0.085, -0.980
12.917, 0.440, 1.591, -0.328, -0.195, -0.085, -0.977
12.958, 0.429, 1.591, -0.333, -0.212, -0.085, -0.974
13.000, 0.418, 1.591, -0.338, -0.229, -0.085, -0.970
13.042, 0.407, 1.591, -0.343, -0.246, -0.085, -0.965
13.083, 0.395, 1.591, -0.348, -0.262, -0.085, -0.961
13.125, 0.384, 1.591, -0.352, -0.277, -0.085, -0.957
13.167, 0.373, 1.591, -0.356, -0.292, -0.085, -0.953
13.208, 0.361, 1.591, -0.360, -0.307, -0.085, -0.948
13.250, 0.350, 1.591, -0.365, -0.321, -0.084, -0.943
13.292, 0.338, 1.591, -0.368, -0.334, -0.084, -0.939
13.333, 0.326, 1.591, -0.371, -0.347, -0.084, -0.934
13.375, 0.315, 1.591, -0.375, -0.359, -0.084, -0.930
13.417, 0.303, 1.591, -0.378, -0.372, -0.084, -0.925
13.458, 0.291, 1.591, -0.381, -0.383, -0.084, -0.920
13.500, 0.279, 1.591, -0.384, -0.393, -0.084, -0.916
13.542, 0.267, 1.591, -0.386, -0.404, -0.084, -0.911
13.583, 0.255, 1.591, -0.389, -0.414, -0.084, -0.906
13.625, 0.243, 1.591, -0.391, -0.425, -0.084, -0.901
13.667, 0.231, 1.591, -0.393, -0.434, -0.083, -0.897
13.708, 0.219, 1.591, -0.395, -0.442, -0.083, -0.893
13.750, 0.207, 1.591, -0.397, -0.451, -0.083, -0.889
13.792, 0.195, 1.591, -0.399, -0.460, -0.083, -0.884
13.833, 0.183, 1.591, -0.401, -0.468, -0.083, -0.880
13.875, 0.171, 1.590, -0.402, -0.475, -0.083, -0.876
13.917, 0.159, 1.590, -0.403, -0.483, -0.083, -0.872
13.958, 0.147, 1.590, -0.405, -0.490, -0.083, -0.868
14.000, 0.135, 1.590, -0.406, -0.497, -0.083, -0.864
14.042, 0.122, 1.590, -0.407, -0.504, -0.083, -0.860
14.083, 0.110, 1.590, -0.408, -0.510, -0.083, -0.856
14.125, 0.098, 1.590, -0.409, -0.516, -0.083, -0.853
14.167, 0.085, 1.590, -0.410, -0.522, -0.083, -0.849
14.208, 0.073, 1.590, -0.410, -0.528, -0.082, -0.845
14.250, 0.061, 1.590, -0.411, -0.534, -0.082, -0.842
14.292, 0.048, 1.590, -0.411, -0.539, -0.082, -0.838
14.333, 0.036, 1.590, -0.412, -0.545, -0.082, -0.835
14.375, 0.023, 1.590, -0.412, -0.550, -0.082, -0.831
14.417, 0.011, 1.591, -0.412, -0.555, -0.082, -0.828
14.458, -0.002, 1.591, -0.412, -0.560, -0.082, -0.825
14.500, -0.014, 1.591, -0.412, -0.565, -0.082, -0.821
14.542, -0.027, 1.591, -0.412, -0.569, -0.082, -0.818
14.583, -0.039, 1.591, -0.412, -0.574, -0.082, -0.815
14.625, -0.052, 1.591, -0.412, -0.579, -0.082, -0.812
14.667, -0.064, 1.591, -0.412, -0.583, -0.082, -0.808
14.708, -0.077, 1.591, -0.411, -0.587, -0.082, -0.805
14.750, -0.090, 1.591, -0.411, -0.592, -0.082, -0.802
14.792, -0.103, 1.591, -0.411, -0.596, -0.082, -0.799
14.833, -0.115, 1.591, -0.410, -0.600, -0.082, -0.796
14.875, -0.128, 1.591, -0.409, -0.604, -0.082, -0.793
14.917, -0.141, 1.591, -0.409, -0.608, -0.082, -0.789
14.958, -0.154, 1.591, -0.408, -0.612, -0.082, -0.786
15.000, -0.167, 1.591, -0.407, -0.616, -0.082, -0.783
15.042, -0.179, 1.591, -0.406, -0.620, -0.082, -0.780
15.083, -0.192, 1.591, -0.405, -0.624, -0.081, -0.777
15.125, -0.205, 1.591, -0.404, -0.628, -0.081, -0.774
15.167, -0.218, 1.591, -0.403, -0.632, -0.081, -0.770
15.208, -0.231, 1.591, -0.402, -0.637, -0.081, -0.767
15.250, -0.244, 1.591, -0.401, -0.641, -0.081, -0.764
15.292, -0.257, 1.591, -0.399, -0.645, -0.081, -0.760
15.333, -0.270, 1.591, -0.398, -0.649, -0.081, -0.757
15.375, -0.283, 1.591, -0.397, -0.653, -0.081, -0.753
15.417, -0.296, 1.591, -0.395, -0.657, -0.081, -0.750
15.458, -0.309, 1.591, -0.394, -0.661, -0.081, -0.746
15.500, -0.323, 1.591, -0.392, -0.665, -0.081, -0.742
15.542, -0.336, 1.591, -0.390, -0.669, -0.081, -0.739
15.583, -0.349, 1.591, -0.388, -0.674, -0.081, -0.735
15.625, -0.362, 1.591, -0.387, -0.678, -0.081, -0.731
15.667, -0.375, 1.591, -0.385, -0.682, -0.081, -0.727
15.708, -0.388, 1.591, -0.383, -0.687, -0.081, -0.722
15.750, -0.402, 1.591, -0.381, -0.691, -0.081, -0.718
15.792, -0.415, 1.591, -0.378, -0.696, -0.081, -0.714
15.833, -0.428, 1.591, -0.376, -0.701, -0.081, -0.709
15.875, -0.441, 1.591, -0.374, -0.705, -0.081, -0.704
15.917, -0.454, 1.591, -0.371, -0.710, -0.081, -0.700
15.958, -0.468, 1.592, -0.369, -0.715, -0.081, -0.695
16.000, -0.481, 1.592, -0.366, -0.720, -0.081, -0.689
16.042, -0.494, 1.592, -0.363, -0.725, -0.081, -0.684
16.083, -0.507, 1.592, -0.361, -0.730, -0.081, -0.679
16.125, -0.521, 1.592, -0.358, -0.735, -0.081, -0.674
16.167, -0.534, 1.592, -0.355, -0.740, -0.081, -0.668
16.208, -0.547, 1.592, -0.351, -0.745, -0.081, -0.662
16.250, -0.560, 1.592, -0.348, -0.750, -0.081, -0.656
16.292, -0.574, 1.592, -0.345, -0.755, -0.081, -0.650
16.333, -0.587, 1.592, -0.342, -0.760, -0.081, -0.644
16.375, -0.600, 1.592, -0.338, -0.766, -0.081, -0.638
16.417, -0.613, 1.592, -0.334, -0.771, -0.081, -0.632
16.458, -0.626, 1.592, -0.331, -0.776, -0.081, -0.626
16.500, -0.639, 1.592, -0.327, -0.781, -0.081, -0.619
16.542, -0.652, 1.592, -0.323, -0.786, -0.081, -0.613
16.583, -0.665, 1.592, -0.319, -0.791, -0.081, -0.606
16.625, -0.678, 1.592, -0.315, -0.796, -0.081, -0.600
16.667, -0.691, 1.592, -0.311, -0.801, -0.081, -0.593
16.708, -0.704, 1.592, -0.306, -0.806, -0.081, -0.587
16.750, -0.717, 1.592, -0.302, -0.811, -0.081, -0.580
16.792, -0.730, 1.592, -0.297, -0.815, -0.081, -0.573
16.833, -0.742, 1.592, -0.293, -0.820, -0.081, -0.567
16.875, -0.755, 1.592, -0.288, -0.824, -0.081, -0.560
