Time, x, y, z, view_x, view_y, view_z
30.792, 3.112, 1.314, -10.044, -0.907, 0.125, -0.402
30.833, 3.102, 1.314, -10.047, -0.907, 0.125, -0.402
30.875, 3.092, 1.314, -10.050, -0.907, 0.126, -0.402
30.917, 3.081, 1.314, -10.053, -0.907, 0.126, -0.403
30.958, 3.071, 1.314, -10.056, -0.907, 0.126, -0.403
31.000, 3.061, 1.314, -10.059, -0.906, 0.126, -0.403
31.042, 3.051, 1.314, -10.062, -0.906, 0.127, -0.403
31.083, 3.041, 1.314, -10.065, -0.906, 0.127, -0.404
31.125, 3.031, 1.314, -10.068, -0.906, 0.127, -0.404
31.167, 3.021, 1.315, -10.071, -0.906, 0.127, -0.404
31.208, 3.011, 1.315, -10.074, -0.906, 0.128, -0.404
31.250, 3.001, 1.315, -10.077, -0.905, 0.128, -0.405
31.292, 2.992, 1.315, -10.080, -0.905, 0.128, -0.405
31.333, 2.982, 1.315, -10.083, -0.905, 0.128, -0.405
31.375, 2.972, 1.315, -10.086, -0.905, 0.129, -0.405
31.417, 2.963, 1.315, -10.089, -0.905, 0.129, -0.406
31.458, 2.953, 1.315, -10.092, -0.905, 0.129, -0.406
31.500, 2.943, 1.315, -10.094, -0.905, 0.129, -0.406
31.542, 2.934, 1.315, -10.096, -0.904, 0.130, -0.407
31.583, 2.924, 1.316, -10.098, -0.904, 0.130, -0.407
31.625, 2.914, 1.316, -10.100, -0.904, 0.130, -0.408
31.667, 2.905, 1.316, -10.101, -0.904, 0.130, -0.408
31.708, 2.895, 1.316, -10.103, -0.903, 0.131, -0.408
31.750, 2.886, 1.316, -10.105, -0.903, 0.131, -0.409
31.792, 2.877, 1.316, -10.107, -0.903, 0.131, -0.409
31.833, 2.867, 1.316, -10.109, -0.903, 0.131, -0.410
31.875, 2.858, 1.316, -10.110, -0.902, 0.132, -0.410
31.917, 2.849, 1.316, -10.112, -0.902, 0.132, -0.411
31.958, 2.840, 1.316, -10.114, -0.902, 0.132, -0.411
32.000, 2.831, 1.317, -10.116, -0.902, 0.132, -0.412
32.042, 2.822, 1.317, -10.117, -0.901, 0.133, -0.412
32.083, 2.813, 1.317, -10.119, -0.901, 0.133, -0.412
32.125, 2.804, 1.317, -10.121, -0.901, 0.133, -0.413
32.167, 2.795, 1.317, -10.123, -0.901, 0.133, -0.413
32.208, 2.786, 1.317, -10.124, -0.901, 0.134, -0.414
32.250, 2.777, 1.317, -10.126, -0.900, 0.134, -0.414
32.292, 2.769, 1.317, -10.128, -0.900, 0.134, -0.415
32.333, 2.760, 1.317, -10.129, -0.900, 0.134, -0.415
32.375, 2.751, 1.317, -10.131, -0.900, 0.135, -0.415
32.417, 2.743, 1.317, -10.132, -0.899, 0.135, -0.416
32.458, 2.735, 1.318, -10.134, -0.899, 0.135, -0.416
32.500, 2.726, 1.318, -10.136, -0.899, 0.135, -0.417
32.542, 2.718, 1.318, -10.137, -0.899, 0.136, -0.417
32.583, 2.710, 1.318, -10.139, -0.898, 0.136, -0.418
32.625, 2.701, 1.318, -10.140, -0.898, 0.136, -0.418
32.667, 2.693, 1.318, -10.142, -0.898, 0.136, -0.418
32.708, 2.685, 1.318, -10.144, -0.898, 0.136, -0.419
32.750, 2.677, 1.318, -10.145, -0.898, 0.137, -0.419
32.792, 2.669, 1.318, -10.147, -0.897, 0.137, -0.420
32.833, 2.661, 1.318, -10.148, -0.897, 0.137, -0.420
32.875, 2.653, 1.318, -10.150, -0.897, 0.137, -0.420
32.917, 2.645, 1.319, -10.151, -0.897, 0.138, -0.421
32.958, 2.638, 1.319, -10.153, -0.896, 0.138, -0.421
33.000, 2.630, 1.319, -10.154, -0.896, 0.138, -0.422
33.042, 2.622, 1.319, -10.156, -0.896, 0.138, -0.422
33.083, 2.615, 1.319, -10.157, -0.896, 0.139, -0.422
33.125, 2.607, 1.319, -10.158, -0.896, 0.139, -0.423
33.167, 2.600, 1.319, -10.160, -0.895, 0.139, -0.423
33.208, 2.593, 1.319, -10.160, -0.895, 0.139, -0.424
33.250, 2.585, 1.319, -10.161, -0.895, 0.139, -0.424
33.292, 2.578, 1.319, -10.162, -0.894, 0.140, -0.425
33.333, 2.571, 1.319, -10.163, -0.894, 0.140, -0.425
33.375, 2.563, 1.319, -10.164, -0.894, 0.140, -0.426
33.417, 2.556, 1.319, -10.164, -0.894, 0.140, -0.426
33.458, 2.549, 1.320, -10.165, -0.893, 0.140, -0.427
33.500, 2.542, 1.320, -10.166, -0.893, 0.141, -0.427
33.542, 2.535, 1.320, -10.167, -0.893, 0.141, -0.428
33.583, 2.528, 1.320, -10.167, -0.893, 0.141, -0.428
33.625, 2.521, 1.320, -10.168, -0.892, 0.141, -0.429
33.667, 2.515, 1.320, -10.169, -0.892, 0.141, -0.429
33.708, 2.508, 1.320, -10.169, -0.892, 0.142, -0.430
33.750, 2.501, 1.320, -10.170, -0.891, 0.142, -0.430
33.792, 2.495, 1.320, -10.171, -0.891, 0.142, -0.431
33.833, 2.488, 1.320, -10.171, -0.891, 0.142, -0.431
33.875, 2.482, 1.320, -10.172, -0.891, 0.142, -0.432
33.917, 2.476, 1.320, -10.173, -0.890, 0.143, -0.432
33.958, 2.469, 1.320, -10.174, -0.890, 0.143, -0.433
34.000, 2.463, 1.321, -10.174, -0.890, 0.143, -0.433
34.042, 2.457, 1.321, -10.175, -0.890, 0.143, -0.434
34.083, 2.451, 1.321, -10.175, -0.889, 0.143, -0.434
34.125, 2.445, 1.321, -10.176, -0.889, 0.144, -0.434
34.167, 2.439, 1.321, -10.177, -0.889, 0.144, -0.435
34.208, 2.433, 1.321, -10.177, -0.889, 0.144, -0.435
34.250, 2.427, 1.321, -10.178, -0.888, 0.144, -0.436
34.292, 2.421, 1.321, -10.179, -0.888, 0.144, -0.436
34.333, 2.416, 1.321, -10.179, -0.888, 0.144, -0.437
34.375, 2.410, 1.321, -10.180, -0.888, 0.145, -0.437
34.417, 2.404, 1.321, -10.180, -0.887, 0.145, -0.437
34.458, 2.399, 1.321, -10.181, -0.887, 0.145, -0.438
34.500, 2.393, 1.321, -10.182, -0.887, 0.145, -0.438
34.542, 2.388, 1.321, -10.182, -0.887, 0.145, -0.439
34.583, 2.383, 1.321, -10.183, -0.887, 0.145, -0.439
34.625, 2.378, 1.321, -10.183, -0.886, 0.146, -0.440
34.667, 2.372, 1.322, -10.184, -0.886, 0.146, -0.440
34.708, 2.367, 1.322, -10.184, -0.886, 0.146, -0.440
34.750, 2.362, 1.322, -10.185, -0.886, 0.146, -0.441
34.792, 2.357, 1.322, -10.185, -0.885, 0.146, -0.441
34.833, 2.352, 1.322, -10.186, -0.885, 0.146, -0.441
34.875, 2.348, 1.322, -10.186, -0.885, 0.147, -0.442
34.917, 2.343, 1.322, -10.187, -0.885, 0.147, -0.442
34.958, 2.338, 1.322, -10.187, -0.885, 0.147, -0.443
35.000, 2.334, 1.322, -10.188, -0.884, 0.147, -0.443
35.042, 2.329, 1.322, -10.188, -0.884, 0.147, -0.443
35.083, 2.325, 1.322, -10.189, -0.884, 0.147, -0.444
35.125, 2.320, 1.322, -10.189, -0.884, 0.147, -0.444
35.167, 2.316, 1.322, -10.190, -0.884, 0.148, -0.444
35.208, 2.312, 1.322, -10.190, -0.883, 0.148, -0.445
35.250, 2.308, 1.322, -10.191, -0.883, 0.148, -0.445
35.292, 2.303, 1.322, -10.191, -0.883, 0.148, -0.445
35.333, 2.299, 1.322, -10.191, -0.883, 0.148, -0.446
35.375, 2.296, 1.322, -10.192, -0.883, 0.148, -0.446
35.417, 2.292, 1.322, -10.192, -0.883, 0.148, -0.446
35.458, 2.288, 1.322, -10.193, -0.882, 0.149, -0.447
35.500, 2.284, 1.322, -10.193, -0.882, 0.149, -0.447
35.542, 2.280, 1.323, -10.193, -0.882, 0.149, -0.447
35.583, 2.277, 1.323, -10.194, -0.882, 0.149, -0.447
35.625, 2.273, 1.323, -10.194, -0.882, 0.149, -0.448
35.667, 2.270, 1.323, -10.195, -0.882, 0.149, -0.448
35.708, 2.267, 1.323, -10.195, -0.881, 0.149, -0.448
35.750, 2.263, 1.323, -10.195, -0.881, 0.149, -0.449
35.792, 2.260, 1.323, -10.196, -0.881, 0.149, -0.449
35.833, 2.257, 1.323, -10.196, -0.881, 0.150, -0.449
35.875, 2.254, 1.323, -10.196, -0.881, 0.150, -0.449
35.917, 2.251, 1.323, -10.197, -0.881, 0.150, -0.450
35.958, 2.248, 1.323, -10.197, -0.880, 0.150, -0.450
36.000, 2.245, 1.323, -10.197, -0.880, 0.150, -0.450
36.042, 2.242, 1.323, -10.197, -0.880, 0.150, -0.450
36.083, 2.240, 1.323, -10.198, -0.880, 0.150, -0.450
36.125, 2.237, 1.323, -10.198, -0.880, 0.150, -0.451
36.167, 2.234, 1.323, -10.198, -0.880, 0.150, -0.451
36.208, 2.232, 1.323, -10.199, -0.880, 0.150, -0.451
36.250, 2.229, 1.323, -10.199, -0.880, 0.150, -0.451
36.292, 2.227, 1.323, -10.199, -0.879, 0.151, -0.451
36.333, 2.225, 1.323, -10.199, -0.879, 0.151, -0.452
36.375, 2.223, 1.323, -10.200, -0.879, 0.151, -0.452
36.417, 2.221, 1.323, -10.200, -0.879, 0.151, -0.452
36.458, 2.219, 1.323, -10.200, -0.879, 0.151, -0.452
36.500, 2.217, 1.323, -10.200, -0.879, 0.151, -0.452
36.542, 2.215, 1.323, -10.200, -0.879, 0.151, -0.452
36.583, 2.213, 1.323, -10.201, -0.879, 0.151, -0.453
36.625, 2.211, 1.323, -10.201, -0.879, 0.151, -0.453
36.667, 2.210, 1.323, -10.201, -0.879, 0.151, -0.453
36.708, 2.208, 1.323, -10.201, -0.879, 0.151, -0.453
36.750, 2.207, 1.323, -10.201, -0.879, 0.151, -0.453
36.792, 2.205, 1.323, -10.201, -0.878, 0.151, -0.453
36.833, 2.204, 1.323, -10.202, -0.878, 0.151, -0.453
36.875, 2.203, 1.323, -10.202, -0.878, 0.151, -0.453
36.917, 2.202, 1.323, -10.202, -0.878, 0.151, -0.454
36.958, 2.200, 1.323, -10.202, -0.878, 0.151, -0.454
37.000, 2.199, 1.323, -10.202, -0.878, 0.151, -0.454
37.042, 2.199, 1.323, -10.202, -0.878, 0.152, -0.454
37.083, 2.198, 1.323, -10.202, -0.878, 0.152, -0.454
37.125, 2.197, 1.323, -10.202, -0.878, 0.152, -0.454
37.167, 2.196, 1.323, -10.202, -0.878, 0.152, -0.454
37.208, 2.196, 1.323, -10.202, -0.878, 0.152, -0.454
37.250, 2.195, 1.323, -10.202, -0.878, 0.152, -0.454
37.292, 2.195, 1.323, -10.203, -0.878, 0.152, -0.454
37.333, 2.194, 1.323, -10.203, -0.878, 0.152, -0.454
37.375, 2.194, 1.323, -10.203, -0.878, 0.152, -0.454
37.417, 2.194, 1.323, -10.203, -0.878, 0.152, -0.454
37.458, 2.194, 1.323, -10.203, -0.878, 0.152, -0.454
37.500, 2.194, 1.323, -10.203, -0.878, 0.152, -0.454
